id,case_number,date_time,latitude,longitude,type,place_description,police_district
HOM-JG134348-#1,JG134348,2023-01-30 06:08:00,41.811478346,-87.672615346,HOMICIDE,STREET,009
HOM-JG137081-#1,JG137081,2023-02-01 13:26:00,41.793943096,-87.673290941,HOMICIDE,STREET,007
HOM-JG148007-#1,JG148007,2023-02-10 18:45:00,41.795461646,-87.677377828,HOMICIDE,STREET,009
HOM-JG153205-#1,JG153205,2023-02-15 00:58:00,41.6570405,-87.59598,HOMICIDE,CHA PARKING LOT,005
HOM-JG161413-#1,JG161413,2023-02-22 02:55:00,41.847421654,-87.713084654,HOMICIDE,ALLEY,010
HOM-JG165023-#1,JG165023,2023-02-25 02:30:00,41.765401654,-87.611044654,HOMICIDE,STREET,003
HOM-JG166183-#1,JG166183,2023-02-26 02:14:00,41.857131654,-87.692854654,HOMICIDE,STREET,010
HOM-JG173707-#1,JG173707,2023-03-04 12:45:00,41.786851654,-87.652335346,HOMICIDE,STREET,007
HOM-JG174823-#1,JG174823,2023-03-05 13:16:00,41.764951654,-87.616274654,HOMICIDE,STREET,003
HOM-JG175288-#1,JG175288,2023-03-05 21:29:00,41.746548346,-87.603195346,HOMICIDE,STREET,006
HOM-JG177458-#2,JG177458,2023-03-07 16:55:00,41.756228346,-87.563255346,HOMICIDE,ALLEY,004
HOM-JG183880-#1,JG183880,2023-03-13 11:43:00,41.788759669,-87.683588547,HOMICIDE,STREET,008
HOM-JG184406-#1,JG184406,2023-03-13 18:12:00,41.734106904,-87.612629059,HOMICIDE,ALLEY,006
HOM-JG189597-#1,JG189597,2023-03-17 22:56:00,41.898921654,-87.766135346,HOMICIDE,YARD,015
HOM-JG191739-#1,JG191739,2023-03-19 23:53:00,41.766323096,-87.615339059,HOMICIDE,STREET,003
HOM-JG197476-#1,JG197476,2023-03-24 15:04:00,41.807806904,-87.623229059,HOMICIDE,ALLEY,002
HOM-JG202916-#1,JG202916,2023-03-29 01:04:00,41.749756904,-87.634469059,HOMICIDE,ALLEY,006
HOM-JG203774-#1,JG203774,2023-03-29 17:27:00,41.880106904,-87.745380941,HOMICIDE,GAS STATION DRIVE/PROP.,015
HOM-JG204094-#1,JG204094,2023-03-29 22:47:00,41.777776904,-87.700560941,HOMICIDE,STREET,008
HOM-JG208678-#3,JG208678,2023-04-02 18:07:00,41.897608346,-87.721545346,HOMICIDE,YARD,011
HOM-JG214052-#3,JG214052,2023-04-07 09:54:00,41.895388346,-87.713284654,HOMICIDE,STREET,011
HOM-JG214225-#2,JG214225,2023-04-07 12:25:00,41.8827305,-87.73691,HOMICIDE,STREET,011
HOM-JG215682-#1,JG215682,2023-04-08 17:26:00,41.765818346,-87.626264654,HOMICIDE,STREET,007
HOM-JG218111-#1,JG218111,2023-04-10 17:20:00,41.755133096,-87.741120941,HOMICIDE,STREET,008
HOM-JG218351-#2,JG218351,2023-04-10 20:14:00,41.881173096,-87.758330941,HOMICIDE,STREET,015
HOM-JG218436-#1,JG218436,2023-04-10 22:21:00,41.678676904,-87.631219059,HOMICIDE,STREET,005
HOM-JG220410-#1,JG220410,2023-04-12 12:56:00,41.738451416,-87.649337841,HOMICIDE,STREET,006
HOM-JG222358-#1,JG222358,2023-04-13 19:40:00,41.845358346,-87.704115346,HOMICIDE,YARD,010
HOM-JG222968-#1,JG222968,2023-04-14 10:39:00,41.772658346,-87.612095346,HOMICIDE,PORCH,003
HOM-JG223843-#1,JG223843,2023-04-14 21:46:00,41.909571654,-87.735674654,HOMICIDE,STREET,025
HOM-JG223893-#2,JG223893,2023-04-14 23:58:00,41.826141654,-87.624574654,HOMICIDE,STREET,002
HOM-JG225108-#2,JG225108,2023-04-15 23:18:00,41.800728346,-87.647465346,HOMICIDE,STREET,009
HOM-JG226328-#2,JG226328,2023-04-17 00:05:00,41.805424092,-87.618410625,HOMICIDE,STREET,002
HOM-JG230817-#1,JG230817,2023-04-20 12:59:00,41.749581654,-87.568955346,HOMICIDE,STREET,004
HOM-JG232820-#1,JG232820,2023-04-22 01:41:00,41.733519669,-87.546998547,HOMICIDE,STREET,004
HOM-JG243352-#2,JG243352,2023-04-30 22:27:00,41.782597645,-87.594103358,HOMICIDE,STREET,003
HOM-JG249623-#1,JG249623,2023-05-05 21:35:00,41.765601654,-87.663534654,HOMICIDE,PARKING LOT,007
SHOOT-JH355277-#1,JH355277,2024-07-21 01:30:00,41.744201654,-87.631995346,BATTERY,PARK PROPERTY,006
HOM-JG249822-#1,JG249822,2023-05-06 01:42:00,41.746328346,-87.587624654,HOMICIDE,YARD,004
HOM-JG251467-#1,JG251467,2023-05-07 15:56:00,41.885001654,-87.714155346,HOMICIDE,STREET,011
HOM-JG254552-#1,JG254552,2023-05-09 21:33:00,41.904118346,-87.757114654,HOMICIDE,ALLEY,025
HOM-JG254559-#1,JG254559,2023-05-09 21:42:00,41.766483096,-87.573989059,HOMICIDE,STREET,003
HOM-JG254630-#1,JG254630,2023-05-09 23:16:00,41.679519669,-87.633508547,HOMICIDE,STREET,005
HOM-JG256987-#4,JG256987,2023-05-11 17:34:00,41.782231654,-87.642355346,HOMICIDE,STREET,007
HOM-JG257907-#2,JG257907,2023-05-12 13:11:00,41.867701654,-87.725165346,HOMICIDE,STREET,011
HOM-JG258432-#2,JG258432,2023-05-12 19:22:00,41.799038346,-87.644984654,HOMICIDE,STREET,009
HOM-JG259709-#1,JG259709,2023-05-13 22:49:00,41.868653096,-87.720709059,HOMICIDE,STREET,011
HOM-JG263203-#1,JG263203,2023-05-16 18:17:00,41.880291654,-87.701454654,HOMICIDE,STREET,011
HOM-JG263988-#1,JG263988,2023-05-17 12:16:00,41.722448346,-87.597835346,HOMICIDE,PARKING LOT,004
HOM-JG264184-#1,JG264184,2023-05-17 14:43:00,41.762286904,-87.610240941,HOMICIDE,STREET,003
HOM-JG264492-#1,JG264492,2023-05-17 17:50:00,41.690328346,-87.539524654,HOMICIDE,STREET,004
HOM-JG264819-#1,JG264819,2023-05-17 23:32:00,41.88967808,-87.762200035,HOMICIDE,STREET,015
HOM-JG265892-#1,JG265892,2023-05-18 18:59:00,41.798177584,-87.631420502,HOMICIDE,STREET,009
SHOOT-JG442975-#1,JG442975,2023-09-28 20:09:00,41.8100705,-87.60158,BATTERY,STREET,002
HOM-JG270742-#1,JG270742,2023-05-22 16:53:00,41.899548346,-87.766474654,HOMICIDE,STREET,015
HOM-JG267060-#1,JG267060,2023-05-19 17:45:00,41.655079669,-87.603398547,HOMICIDE,STREET,005
HOM-JG270991-#2,JG270991,2023-05-22 19:06:00,41.793122691,-87.786474065,HOMICIDE,STREET,008
HOM-JG271163-#2,JG271163,2023-05-22 22:32:00,41.703951667,-87.630305686,HOMICIDE,ALLEY,005
HOM-JG277182-#1,JG277182,2023-05-27 11:58:00,41.750308346,-87.663134654,HOMICIDE,STREET,006
HOM-JG277781-#1,JG277781,2023-05-27 21:50:00,41.716833096,-87.536360941,HOMICIDE,STREET,004
HOM-JG281483-#4,JG281483,2023-05-30 20:34:00,41.765201654,-87.643834654,HOMICIDE,PARKING LOT,007
